,n_bodies,time
964,86.0,481.99999999970663
965,86.0,482.4999999997062
966,86.0,482.9999999997057
967,86.0,483.49999999970527
968,86.0,483.9999999997048
969,86.0,484.49999999970436
970,86.0,484.9999999997039
971,86.0,485.49999999970345
972,86.0,485.999999999703
973,86.0,486.49999999970254
974,86.0,486.9999999997021
975,86.0,487.49999999970163
976,86.0,487.9999999997012
977,86.0,488.4999999997007
978,86.0,488.99999999970026
979,86.0,489.4999999996998
980,86.0,489.99999999969936
981,86.0,490.4999999996989
982,86.0,490.99999999969845
983,86.0,491.499999999698
984,86.0,491.99999999969754
985,86.0,492.4999999996971
